Apple,Disney+,Genres,HBO,Hulu,IMDb,Netflix,Prime Video,Rotten Tomatoes,Title,Year,_id
false,false,Comedy,false,false,7.4,true,false,64,Taylor Tomlinson: Quarter-Life Crisis,2020,616528458a2fde8299a2ae02
false,false,Drama,false,false,5.8,true,false,64,All Day and a Night,2020,616528458a2fde8299a2ae03
false,false,"Crime,Drama,Thriller",false,false,5.9,true,false,64,Rust Creek,2019,616528458a2fde8299a2ae0b
false,false,"Comedy,Drama,Music",false,false,7,true,false,64,Fisherman’s Friends,2019,616528458a2fde8299a2ae0f
false,false,"Action,Crime",false,false,6.6,true,false,64,Avengement,2019,616528458a2fde8299a2ae10
false,false,"Crime,Drama",false,false,5.4,true,false,64,Lying and Stealing,2019,616528458a2fde8299a2ae1b
false,false,Drama,false,false,5.3,true,false,64,Who Would You Take to a Deserted Island?,2019,616528458a2fde8299a2ae1c
false,false,"Horror,Mystery,Thriller",false,false,7.8,true,false,63,Andhaghaaram,2020,616528458a2fde8299a2ae21
false,false,"Family,Fantasy,Musical",false,false,6.5,true,false,63,Jingle Jangle: A Christmas Journey,2020,616528458a2fde8299a2ae25
false,false,"Drama,Horror,Romance",false,false,6.5,true,false,63,Inhuman Kiss,2019,616528458a2fde8299a2ae2a
false,false,"Comedy,Drama,Romance",false,false,6.1,true,false,63,Holiday in the Wild,2019,616528458a2fde8299a2ae2e
false,false,"Drama,Thriller",false,false,6.2,true,false,63,The Hummingbird Project,2019,616528458a2fde8299a2ae3a
false,false,"Documentary,Music",false,false,7.5,true,false,63,BLACKPINK: Light Up the Sky,2020,616528458a2fde8299a2ae43
false,false,"Action,Biography,Crime,Drama",false,false,6.5,true,false,63,Master Z: Ip Man Legacy,2019,616528458a2fde8299a2ae51
false,false,"Comedy,Mystery",false,false,5.2,true,false,63,Hubie Halloween,2020,616528458a2fde8299a2ae52
false,false,"Drama,Horror,Mystery",false,false,6.6,true,false,63,Bulbbul,2020,616528458a2fde8299a2ae55
false,false,"Comedy,Crime,Romance",false,false,6.3,true,false,63,Furie,2019,616528458a2fde8299a2ae58
false,false,"Drama,Horror,Mystery,Thriller",false,false,8.2,true,false,63,The Blue Elephant Part 2,2019,616528458a2fde8299a2ae59
false,false,"Documentary,Music",false,false,7.4,true,false,63,"Everybody's Everything",2019,616528458a2fde8299a2ae60
false,false,Documentary,false,false,7.4,true,false,63,Capital in the Twenty-First Century,2019,616528458a2fde8299a2ae65
false,false,"Action,Adventure,Comedy,Sci-Fi",false,false,5.2,true,false,63,Rim of the World,2019,616528458a2fde8299a2ae66
false,false,"Animation,Drama,Family",false,false,7.5,true,false,63,Violet Evergarden: Eternity and the Auto Memory Doll,2019,616528458a2fde8299a2ae6d
false,false,"Action,Drama,Horror,Thriller",false,false,6.3,true,false,62,#Alive,2020,616528458a2fde8299a2ae71
false,false,Comedy,false,false,7.8,true,false,62,Aziz Ansari: Right Now,2019,616528458a2fde8299a2ae74
false,false,"Horror,Mystery,Thriller,Western",false,false,5.6,true,false,62,The Wind,2019,616528458a2fde8299a2ae77
false,false,"Comedy,Drama,Family",false,false,6.3,true,false,62,Feel the Beat,2020,616528458a2fde8299a2ae79
false,false,"Adventure,Drama,Family,History,Romance",false,false,7.1,true,false,62,Silver Skates,2020,616528458a2fde8299a2ae7b
false,false,Drama,false,false,5.8,true,false,62,Choked: Paisa Bolta Hai,2020,616528458a2fde8299a2ae7e
false,false,"Action,Comedy,Drama",false,false,7.3,true,false,62,Ala Vaikunthapurramuloo,2020,616528458a2fde8299a2ae81
false,false,"Action,Drama,Mystery,Thriller",false,false,5.7,true,false,62,The Operative,2019,616528458a2fde8299a2ae82
false,false,Comedy,false,false,7.9,true,false,62,Hannah Gadsby: Douglas,2020,616528458a2fde8299a2ae86
false,false,"Comedy,Family,Romance",false,false,5.8,true,false,62,Operation Christmas Drop,2020,616528458a2fde8299a2ae87
false,false,"Adventure,Horror,Mystery,Sci-Fi,Thriller",false,false,5.8,true,false,62,Sweetheart,2019,616528458a2fde8299a2ae89
false,false,"Action,Thriller",false,false,5.6,true,false,62,Triple Threat,2019,616528458a2fde8299a2ae8e
false,false,"Action,Adventure,Crime,Drama,Thriller",false,false,5.6,true,false,62,The Paramedic,2020,616528458a2fde8299a2ae92
false,false,"Comedy,Romance",false,false,6.4,true,false,62,Isi & Ossi,2020,616528458a2fde8299a2ae99
false,false,"Comedy,Drama",false,false,6.3,true,false,62,Sword of Trust,2019,616528458a2fde8299a2ae9d
false,false,Drama,false,false,8,true,false,62,Uyare,2019,616528458a2fde8299a2aea0
false,false,"Comedy,Drama",false,false,6.5,true,false,62,Chopsticks,2019,616528458a2fde8299a2aea2
false,false,"Drama,Romance",false,false,6.1,true,false,62,2 Hearts,2020,616528458a2fde8299a2aea3
false,false,"Crime,Drama,Mystery,Romance,Thriller",false,false,5.5,true,false,62,The Night Clerk,2020,616528458a2fde8299a2aea4
false,false,"Comedy,Music",false,false,6.1,true,false,62,Work It,2020,616528458a2fde8299a2aea6
false,false,"Documentary,Crime",false,false,8.2,true,false,62,The Three Deaths of Marisela Escobedo,2020,616528458a2fde8299a2aeae
false,false,"Comedy,Romance",false,false,5.6,true,false,62,Falling Inn Love,2019,616528458a2fde8299a2aeb0
false,false,"Adventure,Comedy,Drama",false,false,5.5,true,false,61,Wine Country,2019,616528458a2fde8299a2aeb6
false,false,"Comedy,Drama",false,false,5.9,true,false,61,4 latas,2019,616528458a2fde8299a2aeb8
false,false,"Comedy,Romance",false,false,5.6,true,false,61,The Last Summer,2019,616528458a2fde8299a2aeb9
false,false,Comedy,false,false,7.5,true,false,61,Seth Meyers: Lobby Baby,2019,616528458a2fde8299a2aebe
false,false,"Documentary,Biography",false,false,7.2,true,false,61,Audrey,2020,616528458a2fde8299a2aebf
