Genres,IMDb,Netflix,Rotten Tomatoes,Title,Year,_id
"Drama,Romance",8.1,true,56,Sillu Karupatti,2019,6163f0ed62fe85987e1570df
"Horror,Thriller",5.6,true,56,The Last Laugh,2019,6163f0ed62fe85987e1570e3
"Drama,Mystery,Thriller",6.1,true,55,The Same Blood,2019,6163f0ed62fe85987e1570e6
"Action,Adventure,Crime,Horror,Thriller",4.9,true,55,The Silence of the Marsh,2019,6163f0ed62fe85987e1570eb
"Action,Adventure,Horror,Sci-Fi,Thriller",3.7,true,55,Doom: Annihilation,2019,6163f0ed62fe85987e1570f7
Biography,8.4,true,55,Mallesham,2019,6163f0ed62fe85987e1570fb
Comedy,6,true,55,Organize İşler: Sazan Sarmalı,2019,6163f0ed62fe85987e1570fe
"Action,Drama,War",5.7,true,55,Jarhead: Law of Return,2019,6163f0ed62fe85987e157102
"Drama,Romance",7,true,55,Dreamy Eyes,2019,6163f0ed62fe85987e15710b
Documentary,7.6,true,55,The Crystal Calls - Making The Dark Crystal: Age of Resistance,2019,6163f0ed62fe85987e15710e
Comedy,4.4,true,55,Sextuplets,2019,6163f0ed62fe85987e15710f
Comedy,7.3,true,55,Gabriel Iglesias: One Show Fits All,2019,6163f0ed62fe85987e157113
"Horror,Mystery,Thriller",4.9,true,55,Mercy Black,2019,6163f0ed62fe85987e157117
Comedy,7.6,true,55,Nate Bargatze: The Tennessee Kid,2019,6163f0ed62fe85987e15711c
Comedy,7.1,true,55,Sebastian Maniscalco: Stay Hungry,2019,6163f0ed62fe85987e15711e
"Documentary,Music",6.3,true,55,Travis Scott: Look Mom I Can Fly,2019,6163f0ed62fe85987e157124
"Documentary,Short",7.4,true,55,Fire in Paradise,2019,6163f0ed62fe85987e157127
"Crime,Drama",6.1,true,55,The Ruthless,2019,6163f0ed62fe85987e157136
"Crime,Thriller",4.8,true,55,Kidnapping Stella,2019,6163f0ed62fe85987e15713b
Comedy,6.9,true,55,Jeff Dunham: Beside Himself,2019,6163f0ed62fe85987e15714a
"Biography,Drama,Romance",6.6,true,55,Elisa & Marcela,2019,6163f0ed62fe85987e15714d
"Action,Adventure,Crime,Drama,Horror,Mystery,Thriller",5.2,true,54,Twin Murders: The Silence of the White City,2019,6163f0ed62fe85987e15715a
Western,5.5,true,54,Badland,2019,6163f0ed62fe85987e157165
"Drama,Romance",7.2,true,54,Happy Old Year,2019,6163f0ed62fe85987e157169
"Comedy,Drama",7.2,true,54,The Lift Boy,2019,6163f0ed62fe85987e157174
"Drama,Romance",5,true,54,Maria,2019,6163f0ed62fe85987e157177
Drama,7.3,true,54,"Kalel, 15",2019,6163f0ed62fe85987e157179
"Crime,Thriller",6.4,true,54,The Watchman,2019,6163f0ed62fe85987e15717a
Comedy,3.9,true,54,Drunk Parents,2019,6163f0ed62fe85987e15717b
"Documentary,Short",6.5,true,54,Life Overtakes Me,2019,6163f0ed62fe85987e15717e
Comedy,6.5,true,54,Iliza Shlesinger: Unveiled,2019,6163f0ed62fe85987e157180
"Drama,History",6.5,true,54,#AnneFrank. Parallel Stories,2019,6163f0ed62fe85987e157186
"Animation,Short,Drama",7.3,true,54,Sitara: Let Girls Dream,2019,6163f0ed62fe85987e157187
"Documentary,Biography",7,true,54,ReMastered: Devil at the Crossroads,2019,6163f0ed62fe85987e157199
Talk-Show,7.7,true,54,Oprah Winfrey Presents: When They See Us Now,2019,6163f0ed62fe85987e15719a
Drama,6,true,54,Juanita,2019,6163f0ed62fe85987e15719d
Documentary,6.5,true,54,Wonder Boy,2019,6163f0ed62fe85987e15719f
"Documentary,Music",7.3,true,53,Dolly Parton: Here I Am,2019,6163f0ed62fe85987e1571af
Drama,7.8,true,53,Hamid,2019,6163f0ed62fe85987e1571b0
"Documentary,Biography,Family,History,Sport",7.3,true,53,Shelby American,2019,6163f0ed62fe85987e1571b8
"Action,Crime,Drama,Thriller",4.9,true,53,Backdraft 2,2019,6163f0ed62fe85987e1571bb
Drama,6.9,true,53,Bulbul Can Sing,2019,6163f0ed62fe85987e1571c8
"Animation,Drama,History,War",6.9,true,53,Funan,2019,6163f0ed62fe85987e1571cb
"Action,Horror,Mystery,Sci-Fi,Thriller",4.3,true,53,Dark Light,2019,6163f0ed62fe85987e1571d2
Documentary,6.8,true,53,Our Godfather,2019,6163f0ed62fe85987e1571d4
"Comedy,Drama,Romance",5.7,true,53,Almost Love,2019,6163f0ed62fe85987e1571dc
"Drama,Romance",6.7,true,53,Dilan 1991,2019,6163f0ed62fe85987e1571ed
"Adventure,Crime,Drama,Mystery,Romance,Thriller",6.2,true,53,Made In China,2019,6163f0ed62fe85987e1571ee
"Documentary,Short,Family",6.8,true,53,All in My Family,2019,6163f0ed62fe85987e1571f0
Comedy,6.5,true,53,Whitney Cummings: Can I Touch It?,2019,6163f0ed62fe85987e1571f4
Documentary,7.3,true,53,Cracked Up: The Darrell Hammond Story,2019,6163f0ed62fe85987e1571f8
"Animation,Action,Adventure,Family,Fantasy,Romance",6.1,true,53,NiNoKuni,2019,6163f0ed62fe85987e1571fa
Comedy,7.3,true,53,Jo Koy: Comin’ In Hot,2019,6163f0ed62fe85987e1571fd
Drama,5.7,true,53,Noblemen,2019,6163f0ed62fe85987e157203
Comedy,7.6,true,53,"Colin Quinn: Red State, Blue State",2019,6163f0ed62fe85987e157206
"Documentary,Sport",7.4,true,52,Bethany Hamilton: Unstoppable,2019,6163f0ed62fe85987e15720c
"Comedy,Drama",7,true,52,Axone,2019,6163f0ed62fe85987e15720d
"Comedy,Drama,Fantasy",7.4,true,52,Oh! Baby,2019,6163f0ed62fe85987e157213
"Biography,Drama",5.4,true,52,J.T. LeRoy,2019,6163f0ed62fe85987e157214
"Biography,Drama",6.4,true,52,Walk. Ride. Rodeo.,2019,6163f0ed62fe85987e157217
Thriller,4.4,true,52,Secret Obsession,2019,6163f0ed62fe85987e157225
"Drama,Horror,Mystery,Thriller",4.6,true,52,Rattlesnake,2019,6163f0ed62fe85987e15722c
"Action,Comedy,Crime",4.8,true,52,The Hard Way,2019,6163f0ed62fe85987e15722d
Comedy,6,true,52,Kandasamys The Wedding,2019,6163f0ed62fe85987e157230
"Action,Thriller",6.8,true,52,Thambi,2019,6163f0ed62fe85987e157233
"Animation,Short",6.4,true,52,Sturgill Simpson Presents Sound & Fury,2019,6163f0ed62fe85987e157239
Documentary,6.4,true,52,Out Of The Clear Blue Sky,2019,6163f0ed62fe85987e15723b
"Comedy,Drama,Romance,Sport",4.2,true,52,The Zoya Factor,2019,6163f0ed62fe85987e15724c
"Action,Drama,History,War",5.3,true,52,Panipat,2019,6163f0ed62fe85987e15724e
"Documentary,Biography,Sport",6.5,true,51,Antoine Griezmann: The Making of a Legend,2019,6163f0ed62fe85987e157273
Drama,7.4,true,51,Mehandi Circus,2019,6163f0ed62fe85987e157277
"Documentary,Short,Biography,Drama",6.8,true,51,A Love Song for Latasha,2019,6163f0ed62fe85987e15727a
"Documentary,Biography",7,true,51,Merata: How Mum Decolonised the Screen,2019,6163f0ed62fe85987e157288
"Crime,Drama,Music,Romance",6,true,51,"Let's Dance",2019,6163f0ed62fe85987e15728b
Documentary,6.5,true,51,League of Legends Origins,2019,6163f0ed62fe85987e15728f
Documentary,6.3,true,51,The Creative Brain,2019,6163f0ed62fe85987e157290
